State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,Footnote
IL,147711,"HOSANNAS HOME HEALTH AGENCY,",2823 WEST 87TH STREET,EVERGREEN PARK,60805,7084238932,Proprietary,true,true,true,true,true,true,2001-04-11 00:00:00, 
IL,147712,FAMILY HOME HEALTH SERVICES,2171 EXECUTIVE DRIVE,ADDISON,60101,6303173300,Proprietary,true,true,true,true,true,true,1999-09-13 00:00:00, 
IL,147713,"SISTER'S HOME HEALTH SERVICES, INC",1214 E STATE STREET,ROCKFORD,61104,8159612170,Proprietary,true,true,true,true,false,true,2001-08-02 00:00:00, 
IL,147715,ICG HOME HEALTH CARE SERVICES,"1010 N HOOKER ST, STE 301",CHICAGO,60642,3129433600,Proprietary,true,true,true,true,true,false,2001-09-06 00:00:00, 
IL,147716,LHC-ILLINOIS HOME HEALTH CARE,"906 SKYLINE DRIVE, SUITE 200",MARION,62959,6189976565,Proprietary,true,true,true,true,true,true,2001-11-26 00:00:00, 
IL,147718,"MAXIMUM HOME HEALTH CARE, INC.",2959 WEST 95TH STREET,EVERGREEN PARK,60805,7089521900,Proprietary,true,true,true,true,true,true,2002-02-19 00:00:00, 
IL,147719,CARE IN THE HOME HEALTH SERVIC,1200 CENTRAL AVE,WILMETTE,60091,8472561705,Proprietary,true,true,true,true,true,true,2002-01-24 00:00:00, 
IL,147721,"PACIFIC HOME HEALTH CARE, INC.",4136 NORTH KEDZIE AVENUE,CHICAGO,60618,7734631047,Proprietary,true,true,true,true,true,true,2002-04-07 00:00:00, 
IL,147726,KINDRED AT HOME I,"2211 YORK ROAD, STE 215",OAK BROOK,60523,7084426420,Proprietary,true,true,true,true,true,true,2002-06-26 00:00:00, 
IL,147727,"HEALING HANDS HOME CARE, INC",6730 W HIGGINS,CHICAGO,60656,7737923333,Proprietary,true,true,true,true,true,true,2002-10-10 00:00:00, 
IL,147728,"NEIGHBORHOOD HEALTH CARE, LLC","257 NORTH WEST AVENUE, SUITE 200",ELMHURST,60126,8669560627,Proprietary,true,true,true,true,true,true,2002-10-16 00:00:00, 
IL,147729,GATEWAY REGIONAL HOME HEALTH - GRANITE CITY,2100 MADISON AVENUE,GRANITE CITY,62040,6187983200,Proprietary,true,true,true,true,true,true,2002-11-26 00:00:00, 
IL,147730,"PHOENIX HOME CARE, L.L.C.",200 S FRONTAGE ROAD,BURR RIDGE,60527,6303219400,Proprietary,true,true,true,true,true,true,2002-12-16 00:00:00, 
IL,147731,"GATEWAY HEALTH SYSTEMS, INC",19900 GOVERNORS DRIVE BUILDING 5 SUITE 101,OLYMPIA FIELDS,60461,7085035403,Proprietary,true,true,false,true,true,true,2003-01-17 00:00:00, 
IL,147733,INNOVA CARE,1701 E LAKE AVENUE SUITE 361,GLENVIEW,60025,8444001300,Proprietary,true,true,true,true,true,true,2003-03-13 00:00:00, 
IL,147734,"ABLE HOME HEALTH, LLC",1946 DAIMLER ROAD,ROCKFORD,61112,8153992600,Proprietary,true,true,true,true,true,true,2003-02-24 00:00:00, 
IL,147736,"WE CARE HOME HEALTH, INC",10457 S BENSLEY AVENUE,CHICAGO,60617,7732218103,Proprietary,true,true,true,true,true,true,2003-07-03 00:00:00, 
IL,147737,F J HOME HEALTH CARE INC,16650 S HARLEM AVE SUITE 3,TINLEY PARK,60477,7084688620,Proprietary,true,true,true,true,true,true,2003-04-04 00:00:00, 
IL,147738,HEALTHCARE PLUS CORPORATION,1274 W NORTHWEST HWY,PALATINE,60067,8477760800,Proprietary,true,true,true,true,true,true,2003-07-01 00:00:00, 
IL,147739,"MEDTEC HOME HEALTH AGENCY, INC","1127 SOUTH MANNHEIM ROAD, SUITE 311",WESTCHESTER,60154,7086812009,Proprietary,true,true,true,true,true,true,2003-07-01 00:00:00, 
IL,147740,"NIGHTINGALE HOME HEALTHCARE OF ILLINOIS, INC",628 EXECUTIVE DRIVE,WILLOWBROOK,60527,6306542300,Proprietary,true,true,true,true,true,true,2003-07-23 00:00:00, 
IL,147742,"PRESTIGE HOME HEALTH SERVICES, INC",7119 W HIGGINS AVE,CHICAGO,60656,7736930100,Proprietary,true,true,true,true,true,true,2003-07-30 00:00:00, 
IL,147745,"SUNSHINE HOME CARE, INC",5411 W ADDISON,CHICAGO,60641,7084563055,Proprietary,true,true,true,true,true,true,2003-08-15 00:00:00, 
IL,147747,CARESS HOME HEALTH CARE INC,"3915 WEST HOWARD STREET, 1ST FLOOR",SKOKIE,60076,8476747102,Proprietary,true,true,true,true,true,true,2003-09-25 00:00:00, 
IL,147749,GOLD HEALTH HOME CARE CORP,"7350 N CICERO AVENUE, 2ND FLOOR",LINCOLNWOOD,60712,7737365474,Proprietary,true,true,true,true,true,false,2003-09-25 00:00:00, 
IL,147751,"EXCELLENT HOME HEALTH CARE, INC",3901 WEST OAKTON,SKOKIE,60076,8476743202,Proprietary,true,true,true,true,true,true,2003-12-22 00:00:00, 
IL,147752,"COMPASSIONATE PROFESSIONAL HOME CARE, INC",2520 EAST STATE STREET,BURNHAM,60633,7088328206,Proprietary,true,true,true,true,true,true,2003-12-16 00:00:00, 
IL,147756,"ELITE HOME HEALTH CARE, INC","3100 DUNDEE ROAD, SUITE 304",NORTHBROOK,60062,8474005410,Proprietary,true,true,true,true,true,true,2004-01-20 00:00:00, 
IL,147757,NORTHERN ROSE HOME HEALTH,1015 CORPORATE CIRCLE SUITE D,GRAYSLAKE,60030,8475434319,Proprietary,true,true,true,true,true,true,2004-02-02 00:00:00, 
IL,147758,"ALL AMERICAN HOME CARE, INC",10101 S ROBERTS RD SUITE 200,PALOS HILLS,60465,7084301904,Proprietary,true,true,true,true,true,true,2004-01-30 00:00:00, 
IL,147760,"CARE CHOICE HOME HEALTH, INC","7840 LINCOLN AVENUE, SUITE 103",SKOKIE,60077,8473290648,Proprietary,true,true,true,true,true,true,2004-02-20 00:00:00, 
IL,147761,"PIONEER HEALTH CARE MANAGEMENT, INC",2720 SOUTH RIVER ROAD SUITE 233,DES PLAINES,60018,7736287493,Proprietary,true,true,true,true,true,true,2004-02-20 00:00:00, 
IL,147762,"COMPREHENSIVE QUALITY CARE, INC FOUNDATION",3517 SOUTH MARTIN LUTHER KING DRIVE,CHICAGO,60653,7739245900,Non - Profit Private,true,true,true,true,true,true,2004-02-12 00:00:00, 
IL,147764,"DK HEALTHCARE SERVICES, INC",3114 W 95TH STREET,EVERGREEN PARK,60805,7082292400,Proprietary,true,true,true,true,true,true,2004-03-11 00:00:00, 
IL,147766,"5 STAR HEALTHCARE, INC",9933 LAWLER AVENUE SUITE 122,SKOKIE,60077,8472570130,Proprietary,true,true,true,true,true,true,2004-04-05 00:00:00, 
IL,147768,"GOLDEN HAVEN CARE, INC","6525 W NORTH AVENUE, SUITE 207",OAK PARK,60302,7083581267,Proprietary,true,true,true,true,true,true,2004-04-30 00:00:00, 
IL,147769,"ADVANCE HOME HEALTH CARE, LTD",5948 N MILWAUKEE AVE,CHICAGO,60646,7738503000,Proprietary,true,true,true,true,true,true,2004-05-07 00:00:00, 
IL,147772,"ADVANCED HOMECARE, INC",8320 SOUTH LEMONT ROAD,DARIEN,60561,6307830095,Proprietary,true,true,true,true,true,true,2004-05-27 00:00:00, 
IL,147773,"LIFE PLUS HEALTH CARE, INC","2714 WEST PETERSON STREET, 1ST FLOOR",CHICAGO,60659,7737643311,Non - Profit Private,true,true,true,true,true,true,2004-06-11 00:00:00, 
IL,147774,"COMMUNITY HOMECARE, INC",107 EAST JEFFERSON,SULLIVAN,61951,2177282320,Proprietary,true,true,true,true,true,false,2004-06-18 00:00:00, 
IL,147777,ENTERA HEALTHCARE SOUTH,18400 MAPLE CREEK SRIVE SUITE 300,TINLEY PARK,60477,7084444027,Proprietary,true,true,true,true,true,true,2004-09-02 00:00:00, 
IL,147778,ULTIMATE HOME HEALTH INC OF IL,"7870 LINCOLN AVENUE, SUITE 5",SKOKIE,60077,8474100240,Proprietary,true,true,true,true,true,true,2004-07-26 00:00:00, 
IL,147779,"U S HOME HEALTH CARE, INC","5875 N LINCOLN AVE, SUITE 248",CHICAGO,60659,7737286614,Proprietary,true,true,true,true,true,true,2004-08-19 00:00:00, 
IL,147780,"COMPMED HOME HEALTH, INC","4711 GOLF ROAD, SUITE 806",SKOKIE,60076,8476746796,Proprietary,true,true,true,true,true,true,2004-08-10 00:00:00, 
IL,147782,"LMR HOME HEALTH CARE, INC",167 W BOUGHTON ROAD,BOLINGBROOK,60440,6306790382,Proprietary,true,true,true,true,true,true,2004-08-31 00:00:00, 
IL,147783,"ALL FAMILY HEALTH CARE, INC",6413 N KINZUA,CHICAGO,60646,7737752588,Proprietary,true,true,true,true,true,true,2004-09-23 00:00:00, 
IL,147784,"DUPAGE HOME HEALTH CARE, INC","10330 W ROOSEVELT RD, SUITE 206, OFFICE 4 & 5",WESTCHESTER,60154,7083458534,Proprietary,true,true,true,true,true,true,2004-09-22 00:00:00, 
IL,147785,"GUARDIAN HOME HEALTH CARE, LLC","181 WAUKEGAN RD, STE 301",NORTHFIELD,60093,8474415020,Proprietary,true,true,true,true,true,true,2004-10-21 00:00:00, 
IL,147786,"METROPOLITAN HOME HEALTH CARE, INC",222 E DUNDEE ROAD FLOOR 2,WHEELING,60090,8475681033,Proprietary,true,true,true,true,true,true,2004-10-30 00:00:00, 
IL,147788,"COMPASSIONATE HOME CARE, INC",11118 S KEDZIE AVENUE,CHICAGO,60655,7732334888,Proprietary,true,true,true,true,true,true,2004-10-25 00:00:00, 
IL,147790,"ALL WELLNESS HOME HEALTH CARE, INC",3541 N ROSE STREET,FRANKLIN PARK,60131,8476716563,Proprietary,true,true,true,true,true,true,2004-11-04 00:00:00, 
IL,147791,"ATLAS HEALTHCARE MANAGEMENT, INC",5658 W OHIO ST SUITE 2E,CHICAGO,60644,7735854100,Proprietary,true,true,true,true,true,true,2004-11-29 00:00:00, 
IL,147793,"PROFESSIONAL HOME HEALTHCARE, INC","2800 S RIVER ROAD, SUITE 140",DES PLAINES,60018,8478136475,Proprietary,true,true,true,true,true,true,2005-02-02 00:00:00, 
IL,147794,"ASSURE HOME HEALTHCARE, INC",7620 GROSS POINT ROAD,SKOKIE,60077,8472974444,Proprietary,true,true,true,true,true,true,2005-02-14 00:00:00, 
IL,147795,BRIGHTER DAYS HOME HEALTH AGENCY,900 RIDGE ROAD SUITE 3NW,HOMEWOOD,60430,7732853223,Proprietary,true,true,true,true,false,true,2005-02-14 00:00:00, 
IL,147797,SUNSET NEIGHBORHOOD SERVICES INC,"9303 S VANDERPOOL, SUITE B100",CHICAGO,60620,7732381424,Proprietary,true,true,true,true,true,true,2005-02-16 00:00:00, 
IL,147798,DIVINE PROVIDENCE HOME HEALTH AGENCY INC,"3550 WEST PETERSON AVENUE, SUITE 304-305",CHICAGO,60659,7734333320,Proprietary,true,true,true,true,true,true,2005-03-25 00:00:00, 
IL,147799,LHC-ILLINOIS HOME HEALTH CARE,"385 E ASH AVENUE, SUITE A",DECATUR,62526,2174239860,Proprietary,true,true,true,true,false,false,2005-03-24 00:00:00, 
IL,147802,AVESENA HOME HEALTH CARE,"221 E LAKE STREET, #108",ADDISON,60101,6308332486,Proprietary,true,true,true,true,true,true,2005-04-01 00:00:00, 
IL,147806,"VITAL WELLNESS HOME HEALTH, INC",3333 WARRENVILLE ROAD SUITE 200,LISLE,60532,6303698450,Proprietary,true,true,true,true,true,true,2005-02-28 00:00:00, 
IL,147807,"STERLING HOME HEALTH CARE, INC",2454 E DEMPSTER STREET,DES PLAINES,60016,8472980008,Proprietary,true,true,true,true,true,true,2005-04-04 00:00:00, 
IL,147808,"USA WE CARE HOME HEALTHCARE, INC",5309 LINCOLN AVENUE,SKOKIE,60077,8476744940,Proprietary,true,true,true,true,true,true,2005-05-09 00:00:00, 
IL,147809,"ALLIED HOME HEALTH CARE, INC",3525 W PETERSON AVENUE SUITE 323,CHICAGO,60659,7733389900,Proprietary,true,true,true,true,true,true,2005-05-05 00:00:00, 
IL,147811,HRS HOME HEALTH,"1806 S HIGHLAND AVE, STE 225",LOMBARD,60148,3126043740,Proprietary,true,true,true,true,true,true,2005-06-09 00:00:00, 
IL,147812,"O & P HOME HEALTH CARE, INC",4950 MAIN STREET,SKOKIE,60077,8473297050,Proprietary,true,true,true,true,true,true,2005-06-02 00:00:00, 
IL,147813,"BOWES IN-HOME CARE, INC",813 TEK DRIVE,CRYSTAL LAKE,60014,8477425757,Proprietary,true,true,true,true,true,true,2005-06-17 00:00:00, 
IL,147814,ADVANCARE HEALTHCARE SERVICES,2625 BUTTERFIELD RD SUIT 304 S,OAK BROOK,60523,7083922000,Proprietary,true,true,true,true,true,true,2005-05-22 00:00:00, 
IL,147815,"ADVANCED HOME HEALTH SERVICES, INC","380 E NORTHWEST HIGHWAY, STE 350",DES PLAINES,60016,8478036993,Proprietary,true,true,true,true,true,true,2005-06-17 00:00:00, 
IL,147816,"OPTIMUM HEALTHCARE SERVICES, INC OF IL",3550 W PETERSON AVENUE SUITE 305,CHICAGO,60659,7738788738,Proprietary,true,true,true,true,true,true,2005-07-14 00:00:00, 
IL,147817,"GOOD HEART HOME HEALTH CARE, INC",2644 E DEMPSTER SUITE 209,PARK RIDGE,60068,8476350500,Proprietary,true,true,true,true,true,true,2005-08-04 00:00:00, 
IL,147818,"ADMIRE HOME HEALTHCARE AGENCY, INC","4632 CHURCH STREET, SUITE 101",SKOKIE,60076,8477681050,Proprietary,true,true,true,true,true,true,2005-08-08 00:00:00, 
IL,147819,"GREATLAND HOME HEALTH SERVICES, INC","24W500 MAPLE AVENUE, SUITE 205",NAPERVILLE,60540,6305482126,Proprietary,true,true,true,true,true,true,2005-08-08 00:00:00, 
IL,147820,"HOME BOUND HEALTHCARE, INC","14216 MCCARTHY ROAD, UNIT A",LEMONT,60439,7087980800,Proprietary,true,true,true,true,true,true,2005-08-09 00:00:00, 
IL,147822,"DIRECTMED HEALTH SERVICES, LLC",2600 S MICHIGAN AVENUE SUITE 303,CHICAGO,60616,3126425500,Proprietary,true,true,true,true,true,true,2005-09-02 00:00:00, 
IL,147823,"HAVE A HEART HEALTH CARE, LTD",18319 DISTINCTIVE DRIVE,ORLAND PARK,60467,7084796555,Proprietary,true,true,true,true,true,true,2005-08-29 00:00:00, 
IL,147824,NORTHWEST HOME HEALTH & REHAB,9249 SOUTH ROUTE 31,LAKE IN THE HILLS,60156,8478540186,Proprietary,true,true,true,true,true,true,2005-09-09 00:00:00, 
IL,147825,"LIBERTY HOME HEALTH CARE, INC",4411 W LAWRENCE AVENUE,CHICAGO,60630,7737777570,Proprietary,true,true,true,true,true,true,2005-09-12 00:00:00, 
IL,147826,"CHICAGO HOME HEALTHCARE, S C","850 W JACKSON BOULEVARD, STE 650",CHICAGO,60607,3124216800,Proprietary,true,true,true,true,true,true,2005-09-12 00:00:00, 
IL,147829,"HORIZON HOME HEALTH CARE, INC","2600 S MICHIGAN AVE, STE 208",CHICAGO,60616,3122257706,Proprietary,true,true,true,true,true,true,2005-09-27 00:00:00, 
IL,147830,"MARIAN HEALTHCARE SERVICES, LLC","500 E HIGGINS RD, SUITE 215",ELK GROVE VILLAGE,60007,8472901740,Proprietary,true,true,true,true,true,true,2005-09-14 00:00:00, 
IL,147831,"ASSOCIATES HOME HEALTH, INC","2200 E DEVON AVE, STE 255",DES PLAINES,60018,8473756900,Proprietary,true,true,true,true,true,true,2005-10-19 00:00:00, 
IL,147832,"P W HOME HEALTH, INC","830 E HIGGINS ROAD, SUITE 115",SCHAUMBURG,60173,8475654170,Proprietary,true,true,true,true,true,true,2005-09-30 00:00:00, 
IL,147833,"FIRST HOME HEALTH CARE SERVICES, LLC",14730 KILBOURN,MIDLOTHIAN,60445,7085358609,Proprietary,true,true,true,true,true,true,2005-10-20 00:00:00, 
IL,147834,"INFINITY HOME HEALTH CARE, INC",4001 W DEVON AVENUE SUITE 336.,CHICAGO,60646,8479830979,Proprietary,true,true,true,true,true,true,2005-10-31 00:00:00, 
IL,147835,"WELLCARE HOME HEALTH, INC",3340 DUNDEE ROAD SUITE 2C3,NORTHBROOK,60062,8475624041,Proprietary,true,true,true,true,true,true,2005-11-07 00:00:00, 
IL,147836,"ELC HEALTH CARE, LLC",1925 N HARLEM AVE  STE #108-109-110,CHICAGO,60707,7083832191,Proprietary,true,true,true,true,true,true,2005-12-04 00:00:00, 
IL,147837,"MIDWEST HOME HEALTHCARE, INC","15020 S CICERO AVENUE, 1ST FLOOR",OAK FOREST,60452,7736859025,Proprietary,true,true,true,true,true,true,2005-11-15 00:00:00, 
IL,147840,WAILAI HOME HEALTH SERVICES,"4554 NORTH BROADWAY, SUITE 312",CHICAGO,60640,7737692820,Proprietary,true,true,true,true,true,true,2005-11-30 00:00:00, 
IL,147841,ENTERA HEALTHCARE,3349 W MAIN STREET,SKOKIE,60076,8473245550,Proprietary,true,true,true,true,true,true,2005-12-09 00:00:00, 
IL,147842,"JN FAMILY HOME HEALTHCARE SERVICES, INC",6400 SHAFER COURT SUITE 600,ROSEMONT,60018,7736541690,Proprietary,true,true,true,true,true,true,2005-11-04 00:00:00, 
IL,147844,"ALERT HOME HEALTH CARE, INC","8118 N MILWAUKEE AVENUE, STE 109",NILES,60714,8476853333,Proprietary,true,true,true,true,true,true,2005-12-16 00:00:00, 
IL,147845,"ANCHOR HOME HEALTH CARE AGENCY, INC","9800 SOUTH ROBERTS ROAD, SUITE 100",PALOS HILLS,60465,7085991313,Proprietary,true,true,true,true,true,true,2006-01-04 00:00:00, 
IL,147846,MEDCARE HOME HEALTH SERVICES,"195 N HARBOR DRIVE, SUITE 5503",CHICAGO,60601,3122400960,Proprietary,true,true,true,true,true,true,2005-12-22 00:00:00, 
IL,147847,"DIRECT HOME HEALTHCARE, INC",6035 N KEDZIE AVENUE FLOOR 1 UNIT 103B,CHICAGO,60659,7735164196,Proprietary,true,true,true,true,true,true,2005-12-06 00:00:00, 
IL,147849,PRIMARY CARE HOME HEALTH  INC,411 E BUSINESS CENTER STREET SUITE 111,MOUNT PROSPECT,60056,8477493160,Proprietary,true,true,true,true,true,true,2006-01-23 00:00:00, 
IL,147850,"ALL ABOUT HEALTHCARE, INC","6600 NORTH LINCOLN AVENUE, SUITE 308",LINCOLNWOOD,60712,8475681480,Proprietary,true,true,true,true,true,true,2006-01-25 00:00:00, 
IL,147886,"HOME HEALTH PROVIDERS, PC",16650 S HARLEM AVE,TINLEY PARK,60477,7084442300,Proprietary,true,true,true,true,true,true,2006-07-13 00:00:00, 
IL,147851,METRO HOME HEALTH CARE NFP,1032 E OGDEN AVE SUITE 106,NAPERVILLE,60563,3314721318,Non - Profit Private,true,true,true,true,true,true,2006-02-14 00:00:00, 
IL,147852,"CONTINENTAL HOME HEALTH CARE, INC",621 PLAINFIELD RD SUITE 303,WILLOWBROOK,60527,6309087643,Proprietary,true,true,true,true,true,true,2006-02-22 00:00:00, 
IL,147853,"RELIABLE HOME HEALTH CARE, INC",3929 WEST 95TH STREET,EVERGREEN PARK,60805,7082292680,Proprietary,true,true,true,true,true,true,2006-02-23 00:00:00, 
IL,147854,"CHICAGOLAND HOME HEALTH PROVIDER, INC",1974 MINER ST,DES PLAINES,60016,8472963950,Proprietary,true,true,true,true,true,true,2006-02-21 00:00:00, 
IL,147855,"CARE SOLUTIONS, INC","365 MILLENNIUM DRIVE, STE D",CRYSTAL LAKE,60012,8153014034,Proprietary,true,true,true,true,true,true,2006-03-06 00:00:00, 
IL,147859,"ACCORD HOME HEALTH SERVICES, INC",6871 WEST 171ST STREET,TINLEY PARK,60477,7084816604,Proprietary,true,true,true,true,true,true,2006-03-22 00:00:00, 
IL,147860,"SERENITY HOME HEALTHCARE, INC",6677 N LINCOLN AVE SUITE 320,LINCOLNWOOD,60712,7735884000,Proprietary,true,true,true,true,true,true,2006-03-27 00:00:00, 
IL,147862,GREAT LAKES CARING,11753 SOUTHWEST HIGHWAY,PALOS HEIGHTS,60463,7084483176,Proprietary,true,true,true,true,true,true,2006-03-24 00:00:00, 
IL,147864,"PLATINUM HOME HEALTH CARE, INC",16634 107TH STREET,ORLAND PARK,60467,7089957758,Proprietary,true,true,true,true,true,true,2006-04-11 00:00:00, 
IL,147865,"PRIME HOME HEALTH SERVICES, INC","2604 DEMPSTER AVENUE, STE 407",PARK RIDGE,60068,8478038550,Proprietary,true,true,true,true,true,false,2006-04-11 00:00:00, 
IL,147866,"ADVANCE CARE HOME HEALTH, INC",5940 W TOUHY AVENUE SUITE 152,NILES,60714,8475887700,Proprietary,true,true,true,true,true,true,2006-04-12 00:00:00, 
IL,147868,EXPRESS PROF HOME HEALTH SERV INC,"2860 S RIVER RD, STE 150",DES PLAINES,60018,8477589020,Proprietary,true,true,true,true,true,true,2006-04-14 00:00:00, 
IL,147885,"INTEGRAL HOME HEALTH CARE, INC","2364 PLAINFIELD RD, 2ND FLR, STE H",CREST HILL,60435,8157303358,Proprietary,true,true,true,true,true,true,2006-07-12 00:00:00, 
MA,227570,CARE RESOURCE,829 MAIN ROAD,WESTPORT,02790,7749927068,Proprietary,true,true,true,true,true,true,2013-06-17 00:00:00, 
IL,147870,"1ST HOME HEALTHCARE, INC","5875 N LINCOLN AVENUE, SUITE 229",CHICAGO,60659,7732757935,Proprietary,true,true,true,false,true,true,2006-04-28 00:00:00, 
IL,147872,"CARE ONE HOME HEALTH SERVICES, INC",235 REMINGTON BLVD SUITE G5,BOLINGBROOK,60440,6306553074,Proprietary,true,true,true,true,true,true,2006-05-11 00:00:00, 
IL,147873,"RAINBOW HEALTH CARE SERVICES, P C","101 ROYCE ROAD, STE 20",BOLINGBROOK,60440,6307599640,Proprietary,true,true,true,true,true,true,2006-05-04 00:00:00, 
IL,147874,"ADVENT HOME HEALTH SERVICES, INC","1S450 SUMMIT AVENUE, SUITE 350",OAKBROOK TERRACE,60181,6307059030,Proprietary,true,true,true,true,true,true,2006-05-25 00:00:00, 
IL,147875,"RISING SUN HOME HEALTH CARE, INC","10330 W ROOSEVELT RD, SUITE 310",WESTCHESTER,60154,7083975568,Proprietary,true,true,true,true,true,true,2006-05-26 00:00:00, 
IL,147878,BROOKDALE HOME HEALTH,"1952 MCDOWELL RD, STE 207",NAPERVILLE,60563,6309225742,Proprietary,true,true,true,true,true,true,2006-06-02 00:00:00, 
IL,147879,"ATTENTIVE SERVICES HOME HEALTH II, INC",1019 W FULTON MARKET SUITE 201,CHICAGO,60607,3126249309,Proprietary,true,true,true,true,true,true,2006-06-29 00:00:00, 
IL,147881,"CHICAGO HEALTH, INC",2604 E DEMPSTER STREET SUITE 206,PARK RIDGE,60068,8473908000,Proprietary,true,true,true,true,true,true,2006-06-19 00:00:00, 
IL,147882,MIDWEST PEARL HOME HEALTH CARE INC,"17W703 BUTTERFIELD ROAD, SUITE G",OAKBROOK TER,60181,6306270344,Proprietary,true,true,true,true,true,true,2006-06-02 00:00:00, 
IL,147883,"GOODWILL HEALTH CARE SERVICES & STAFFING, INC","9942 S WESTERN AVE, STE I",CHICAGO,60643,7737798556,Proprietary,true,true,true,true,true,true,2006-07-07 00:00:00, 
IL,147884,"FIRST CHOICE HEALTH SERVICES, INC",1508 BLOOMINGDALE ROAD,GLENDALE HEIGHTS,60139,6305161240,Proprietary,true,true,true,true,true,true,2006-07-21 00:00:00, 
IL,147887,"ADVANTA HOME HEALTH CARE, INC","1500 SKOKIE BOULEVARD, STE 410",NORTHBROOK,60062,8475040888,Proprietary,true,true,true,true,true,true,2006-06-02 00:00:00, 
IL,147888,"INSWAN HOME HEALTH AGENCY, LTD",6031 DEMPSTER STREET,MORTON GROVE,60053,8474709280,Proprietary,true,true,true,true,true,true,2006-07-27 00:00:00, 
IL,147889,LIFECARE HOME HEALTH SERVICES INC,3100 DUNDEE RD SUITE 703,NORTHBROOK,60062,8472054444,Proprietary,true,true,true,true,true,true,2006-07-18 00:00:00, 
IL,147890,"NATIONAL HOME HEALTH SERVICES, LLC",5811 DEMPSTER STREET,MORTON GROVE,60053,8473299933,Proprietary,true,true,true,true,true,true,2006-07-31 00:00:00, 
IL,147891,"HUMAN TOUCH HOME HEALTH, INC","2720 SOUTH RIVER ROAD, SUITE 148",DES PLAINES,60018,3126339191,Proprietary,true,true,true,true,true,true,2006-08-17 00:00:00, 
IL,147892,EXCELL HOME HEALTH PLUS,4701 N CUMBERLAND AVENUE SUITE 8-9,NORRIDGE,60706,7088670400,Proprietary,true,true,true,true,true,true,2006-08-09 00:00:00, 
IL,147893,"SUPREME HOME HEALTH, INC","2625 BUTTERFIELD ROAD, SUITE 225W",OAK BROOK,60523,6306459200,Proprietary,true,true,true,true,true,true,2006-08-21 00:00:00, 
IL,147894,"HERITAGE HOME HEALTH CARE, INC",4450 OAKTON STREET,SKOKIE,60076,8479829862,Proprietary,true,true,true,true,true,true,2006-08-16 00:00:00, 
IL,147898,FORUM HEALTH CARE,"900 SKOKIE BOULEVARD, SUITE 230",NORTHBROOK,60062,8478979090,Proprietary,true,true,true,true,true,true,2006-09-06 00:00:00, 
IL,147899,MED CARE HEALTH MANAGEMENT CORPORATION,"1107 SOUTH MANNHEIM ROAD, SUITE 215",WESTCHESTER,60154,7083443100,Proprietary,true,true,true,true,true,true,2006-09-13 00:00:00, 
IL,147901,"CLASSIC HEALTH SERVICES, INC,",2200 SOUTH MAIN STREET SUITE 300,LOMBARD,60148,6306209251,Proprietary,true,true,true,true,true,true,2006-09-18 00:00:00, 
IL,147902,"ABBA HOME HEALTH CARE, INC",6677 N LINCOLN AVE SUITE 226,LINCOLNWOOD,60712,8476797200,Proprietary,true,true,true,true,true,true,2006-09-28 00:00:00, 
IL,147903,"MYLIFE HOME HEALTH CARE, INC","218 W WILLOW AVE, STE B",WHEATON,60187,6304626700,Proprietary,true,true,true,true,true,true,2006-10-17 00:00:00, 
IL,147905,"PROFICIENT HOME HEALTH CARE, INC",8142 N LAWNDALE AVE,SKOKIE,60076,8472130604,Proprietary,true,true,true,true,true,true,2006-10-06 00:00:00, 
IL,147907,"GLORY HOME HEALTH CARE MANAGEMENT, INC","2860 RIVER ROAD, STE 470",DES PLAINES,60018,8478136555,Proprietary,true,true,true,true,true,true,2006-11-02 00:00:00, 
IL,147908,"SPECTRUM HOME HEALTH CARE, INC,",5901 N CICERO AVENUE STE 512,CHICAGO,60646,7732029167,Proprietary,true,true,true,true,true,true,2006-11-13 00:00:00, 
IL,147909,"1ST ASSIST HOME HEALTHCARE, LLC","1019 WEST WISE ROAD, SUITE 200",SCHAUMBURG,60193,6303393688,Proprietary,true,true,true,true,true,true,2007-01-19 00:00:00, 
IL,147911,ALC HOME HEALTH,"477 E BUTTERFIELD RD, STE 400",LOMBARD,60148,6303681102,Proprietary,true,true,true,true,true,true,2006-11-15 00:00:00, 
IL,147913,"HOME BOUND HEALTHCARE, INC","3401 16TH STREET, SUITE 5",MOLINE,61265,3097627900,Proprietary,true,true,true,true,true,true,2006-11-13 00:00:00, 
IL,147914,"BAY GROUP HEALTH CARE, LLC",8170 MCCORMICK BLVD #210,SKOKIE,60076,7732829610,Proprietary,true,true,false,false,false,true,2006-12-08 00:00:00, 
IL,147915,"ATNT HOME CARE, INC",10723 WINTERSET DRIVE,ORLAND PARK,60467,7083647298,Proprietary,true,true,true,true,false,true,2006-12-26 00:00:00, 
IL,147916,BENCHMARK HOME HEALTH CARE,5936 N MILWAUKEE AVENUE,CHICAGO,60646,7734674500,Proprietary,true,true,true,true,true,true,2006-12-07 00:00:00, 
